record_id,dao_trung_thanh_decision,dao_trung_thanh_reason,loc_dang_decision,loc_dang_reason,agreement_status,adjudication_status,next_workflow_status,dao_file_sha256,loc_file_sha256,adjudicated_decision,adjudication_reason,adjudicator
CANON-00001,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00002,INCLUDE,,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DAO_TRUNG_THANH
CANON-00003,INCLUDE,,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DAO_TRUNG_THANH
CANON-00004,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00005,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00006,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00007,EXCLUDE,EX05_WRONG_SOURCE_TYPE,EXCLUDE,EX05_WRONG_SOURCE_TYPE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX05_WRONG_SOURCE_TYPE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00008,EXCLUDE,EX05_WRONG_SOURCE_TYPE,EXCLUDE,EX05_WRONG_SOURCE_TYPE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX05_WRONG_SOURCE_TYPE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00009,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00010,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00011,EXCLUDE,EX02_NOT_HEALTHCARE,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX02_NOT_HEALTHCARE,DAO_TRUNG_THANH
CANON-00014,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00018,INCLUDE,,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX02_NOT_HEALTHCARE,DAO_TRUNG_THANH
CANON-00019,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00020,INCLUDE,,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00028,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00038,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00039,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00040,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00041,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00042,EXCLUDE,EX02_NOT_HEALTHCARE,EXCLUDE,EX02_NOT_HEALTHCARE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX02_NOT_HEALTHCARE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00044,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00045,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00048,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00052,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00057,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00059,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX03_NO_AI,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00061,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00064,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00067,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00068,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00071,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00072,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00074,INCLUDE,,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00077,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00079,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00081,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00083,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00085,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00086,INCLUDE,,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00088,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00089,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00092,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00093,INCLUDE,,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00094,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00096,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00098,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00101,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00105,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00113,EXCLUDE,EX03_NO_AI,EXCLUDE,EX03_NO_AI,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX03_NO_AI,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00114,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00118,EXCLUDE,EX03_NO_AI,EXCLUDE,EX01_NOT_VIETNAM,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX03_NO_AI,DAO_TRUNG_THANH
CANON-00122,INCLUDE,,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DAO_TRUNG_THANH
CANON-00123,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DAO_TRUNG_THANH
CANON-00124,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX01_NOT_VIETNAM,DAO_TRUNG_THANH
CANON-00125,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00134,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX01_NOT_VIETNAM,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX01_NOT_VIETNAM,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00139,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00145,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX01_NOT_VIETNAM,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX01_NOT_VIETNAM,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00146,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00148,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00149,INCLUDE,,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX07_DUPLICATE_NO_NEW_DATA,DAO_TRUNG_THANH
CANON-00150,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,AGREED_EXCLUDE,NONE_REQUIRED,EXCLUDED_EX04_NO_ETHICS_GOVERNANCE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00151,INCLUDE,,EXCLUDE,EX02_NOT_HEALTHCARE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX02_NOT_HEALTHCARE,DAO_TRUNG_THANH
CANON-00152,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00157,EXCLUDE,EX01_NOT_VIETNAM,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DISAGREEMENT_EXCLUDE_REASON,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX05_WRONG_SOURCE_TYPE,DAO_TRUNG_THANH
CANON-00166,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
CANON-00169,INCLUDE,,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DISAGREEMENT_DECISION,PENDING_PI_ADJUDICATION,PENDING_PI_ADJUDICATION,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,EXCLUDE,EX04_NO_ETHICS_GOVERNANCE,DAO_TRUNG_THANH
CANON-00171,INCLUDE,,INCLUDE,,AGREED_INCLUDE,NONE_REQUIRED,ACCEPTED_INCLUDE,9ee07596d5f93373f363fee4960beeab8bce93558b98a847ea1e0744525c2828,94df1846e2bdd53feed710de3d43a1464d747e12a45e0c06759f51cbbdf0b38b,,,
