"query_id","document_id","artifact_type","retrieval_utc","http_status","requested_url","stable_locator","file","bytes","sha256","result"
"DQ-LAW-01","GOV-VB-134-2025-QH15","HTML_METADATA","2026-07-31T12:36:27.0063954Z","NOT_CAPTURED_BY_CLIENT","https://vanban.chinhphu.vn/?docid=216334&orggroupid=1&pageid=27160","https://vanban.chinhphu.vn/?docid=216334&orggroupid=1&pageid=27160","gov-vb-134-2025-qh15-metadata.html","81357","128c73c287197e242adfaf164fe4b4039bc1dc9575a27f424b24f84f41d0d2d3","RETRIEVED_HASHED"
"DQ-LAW-01","GOV-VB-134-2025-QH15","PDF_FULLTEXT","2026-07-31T12:36:28.3399491Z","NOT_CAPTURED_BY_CLIENT","https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/01/luat134.signed.pdf","https://vanban.chinhphu.vn/?docid=216334&orggroupid=1&pageid=27160","gov-vb-134-2025-qh15-fulltext.pdf","1060110","53be2f9993e5060cc0ce723fc506d6535c9358978dbbeff11324c8d6236cae69","RETRIEVED_HASHED"
"DQ-DEC-01","GOV-VB-142-2026-ND-CP","HTML_METADATA","2026-07-31T12:36:29.3893876Z","NOT_CAPTURED_BY_CLIENT","https://vanban.chinhphu.vn/?docid=218029&orggroupid=2&pageid=27160","https://vanban.chinhphu.vn/?docid=218029&orggroupid=2&pageid=27160","gov-vb-142-2026-nd-cp-metadata.html","82875","c0182f97bede2ed0e434716e099a982469d71e4e7fb757ac4ec0f57ff2e1eab8","RETRIEVED_HASHED"
"DQ-DEC-01","GOV-VB-142-2026-ND-CP","PDF_FULLTEXT","2026-07-31T12:36:30.0850533Z","NOT_CAPTURED_BY_CLIENT","https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/4/142-2026-ndcp.signed.pdf","https://vanban.chinhphu.vn/?docid=218029&orggroupid=2&pageid=27160","gov-vb-142-2026-nd-cp-fulltext.pdf","3661910","988fa7091b9f70615b8ae984e7e43b15293eb31398a113c86cc34f26666d5e40","RETRIEVED_HASHED"
"DQ-FRAME-01","GOV-VB-05-2026-TT-BKHCN","HTML_METADATA","2026-07-31T12:36:32.5720324Z","NOT_CAPTURED_BY_CLIENT","https://vanban.chinhphu.vn/?docid=217165&orggroupid=4&pageid=27160","https://vanban.chinhphu.vn/?docid=217165&orggroupid=4&pageid=27160","gov-vb-05-2026-tt-bkhcn-metadata.html","82558","327893867142a8cbb0562fc1254077720a476a251cc044435ee7b4c7da8be728","RETRIEVED_HASHED"
"DQ-FRAME-01","GOV-VB-05-2026-TT-BKHCN","PDF_FULLTEXT","2026-07-31T12:36:33.4763376Z","NOT_CAPTURED_BY_CLIENT","https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/05-bkhcn.pdf","https://vanban.chinhphu.vn/?docid=217165&orggroupid=4&pageid=27160","gov-vb-05-2026-tt-bkhcn-fulltext.pdf","2265822","45616232b7023fef199cce2d52d5896d1db59b990a74fd40648b262d11490220","RETRIEVED_HASHED"
