capture_kind,document_number,depth,requested_url,http_status,transport,raw_file,raw_sha256,raw_bytes,headers_file,headers_sha256,headers_bytes
SEED_LANDING,134/2025/QH15,0,https://vanban.chinhphu.vn/?classid=1&docid=216334&pageid=27160&typegroupid=3,200,OK,raw/seed-01.landing.html,ad41ede40d3a242adbc8e1b4df0af715c2198b167abce6d0a2da2f954ed37cc8,78800,raw/seed-01.landing.headers.json,b39bb8b356f38973d6f5233a9b93bcaa022a899b1c22be22cd35860a209f5677,459
SEED_PDF,134/2025/QH15,0,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/01/luat134.signed.pdf,200,OK,raw/seed-01.fulltext.pdf,53be2f9993e5060cc0ce723fc506d6535c9358978dbbeff11324c8d6236cae69,1060110,raw/seed-01.fulltext.headers.json,fdd569b18d794b727525d6c9f75908dd7a71120f3e66ccd9419f87f7337cdb50,905
SEED_LANDING,142/2026/NĐ-CP,0,https://vanban.chinhphu.vn/?docid=218029&orggroupid=2&pageid=27160,200,OK,raw/seed-02.landing.html,c987cebcc4d32fd69ccaf6330822aaa1eeb65d0755275b49d907b144825111d6,82876,raw/seed-02.landing.headers.json,1203c034e8906b371f5f73bda19949cd76ba4e5801ac6b6cbc538569b6c11f84,480
SEED_PDF,142/2026/NĐ-CP,0,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/4/142-2026-ndcp.signed.pdf,200,OK,raw/seed-02.fulltext.pdf,988fa7091b9f70615b8ae984e7e43b15293eb31398a113c86cc34f26666d5e40,3661910,raw/seed-02.fulltext.headers.json,103f59d844b82deec66da3470b3d947ad9cc11607ce46cfe0e0cc019afaa158c,905
SEED_LANDING,05/2026/TT-BKHCN,0,https://vanban.chinhphu.vn/?classid=1&docid=217165&pageid=27160&typegroupid=6,200,OK,raw/seed-03.landing.html,060debb42fcbf615690e09ebfdb8b6de0fc260878d5be0e068bb9b35f1eda669,81187,raw/seed-03.landing.headers.json,368db2a70f1db238ed50b5808c7f9ac3a248881738065dbe1d3517b0fa0447b0,459
SEED_PDF,05/2026/TT-BKHCN,0,https://datafiles.chinhphu.vn/cpp/files/vbpq/2026/3/05-bkhcn.pdf,200,OK,raw/seed-03.fulltext.pdf,45616232b7023fef199cce2d52d5896d1db59b990a74fd40648b262d11490220,2265822,raw/seed-03.fulltext.headers.json,9237973e9a9444a7c4221a7073a0aecb186cfa3f0fb258db54ac95dec20d23db,905
TARGET_RESOLUTION_ATTEMPT,55/2025/NĐ-CP,1,https://vanban.chinhphu.vn/?pageid=27160&docid=213020,200,OK,raw/resolve-04.html,bf0fe3901147cba46bbeaff0643113565f2c89dd9f3cc8aa7a24aecb68717306,82933,raw/resolve-04.headers.json,301f3bd2911825fef1c6ee9495bd8fde49907aa7bc50a6da2903e109a882be75,480
TARGET_PDF,55/2025/NĐ-CP,1,https://datafiles.chinhphu.vn/cpp/files/vbpq/2025/3/55-1cp.signed.pdf,200,OK,raw/resolve-04.fulltext.pdf,96558197392fc88f1d5f3b398cc294a113f976b34df034856eace3c385bff03b,915329,raw/resolve-04.fulltext.headers.json,a64fa624eb59aa636dd2524432f26bd5e33dfbf39af8ed4b41f8a961beecd200,904
