manifestation_id,slot_id,domain,query_id,source_url,raw_body_sha256,status
MANIF-MINISTRY-01,MINISTRY-01,asttmoh.vn,DQ-IMPL-02,https://asttmoh.vn/,D5F178AE0C4C776CC83B4407359B0CDBD27803E5B372DF22113A495635196F8D,UNSCREENED_RAW_CAPTURED
MANIF-MINISTRY-02,MINISTRY-02,imda.moh.gov.vn,DQ-IMPL-04,https://imda.moh.gov.vn/,C3468091A481E85F9CA7CF2BD1F179F50DD665E548D2D89843596F781F2D8B5F,UNSCREENED_RAW_CAPTURED
MANIF-INTL-01,INTL-01,www.who.int/vietnam,DQ-IMPL-03,https://www.who.int/vietnam/,2F093E9AD117BDEDAFAE7D77225361DDFFD6DD5B69FD2D0262A88CFEE9D900E6,UNSCREENED_RAW_CAPTURED
MANIF-INTL-03,INTL-03,www.who.int/vietnam,DQ-IMPL-03,https://www.who.int/vietnam/,2F093E9AD117BDEDAFAE7D77225361DDFFD6DD5B69FD2D0262A88CFEE9D900E6,UNSCREENED_RAW_CAPTURED
MANIF-SENTINEL-02,SENTINEL-02,soyte.danang.gov.vn,DQ-IMPL-01,https://soyte.danang.gov.vn/,082D1D96A297CD7F50D1F573764E32959816198A9CFD9A629DFB99696970FD89,UNSCREENED_RAW_CAPTURED
MANIF-SENTINEL-03,SENTINEL-03,medinet.gov.vn,DQ-IMPL-01,https://medinet.gov.vn/,22114A4BE377F26EBB22A4F9D1C368D7AD6AAE41C8F13D3F081E0EBD0512C227,UNSCREENED_RAW_CAPTURED
MANIF-SENTINEL-04,SENTINEL-04,bachmai.gov.vn,DQ-IMPL-01,https://bachmai.gov.vn/,2D96CD94ADB72ECFB2427C237F0DE63C37514B72F5E5061079D36B9810BEB54A,UNSCREENED_RAW_CAPTURED
MANIF-SENTINEL-05,SENTINEL-05,vinmec.com,DQ-IMPL-01,https://vinmec.com/,FFF27B7987B5CEB10D064D09AD5FA4019BE8A98AB896F02A75F7251A4DDC808B,UNSCREENED_RAW_CAPTURED
